,Артикул,Бренд,Для кого,Примерный вес,Тип металла,Проба,Покрытие,Тип вставки,Форма вставки,Количество,Цвет,Вес,Цветность,Чистота,Огранка,Тип вставки 2,Форма вставки 2,Количество 2,Цвет 2,Вес 2,Цветность 2,Чистота 2,Огранка 2,Цена со скидкой,Цена без скидки,Номер страницы,Ширина кольца,Ширина,Высота,Длина,Размеры вставки,Коллекция,Тип вставки 3,Форма вставки 3,Количество 3,Цвет 3,Вес 3,Цветность 3,Чистота 3,Тип вставки 4,Форма вставки 4,Количество 4,Цвет 4,Вес 4,Размеры вставки 2,Тип вставки 5,Форма вставки 5,Количество 5,Цвет 5,Вес 5,Размеры вставки 3,Размеры вставки 4,Размеры вставки 5,Тип вставки 6,Форма вставки 6,Количество 6,Цвет 6,Вес 6,Размеры вставки 6,Тип вставки 7,Форма вставки 7,Количество 7,Цвет 7,Вес 7,Размеры вставки 7,Тип вставки 8,Форма вставки 8,Количество 8,Цвет 8,Вес 8,Размеры вставки 8,Тип вставки 9,Форма вставки 9,Количество 9,Цвет 9,Вес 9,Размеры вставки 9,Огранка 3,Цветность 4,Чистота 4,Огранка 4,Тип вставки 10,Форма вставки 10,Количество 10,Цвет 10,Вес 10,Размеры вставки 10,Тип вставки 11,Форма вставки 11,Количество 11,Цвет 11,Вес 11,Размеры вставки 11,Тип вставки 12,Форма вставки 12,Количество 12,Цвет 12,Вес 12,Размеры вставки 12,Тип вставки 13,Форма вставки 13,Количество 13,Цвет 13,Вес 13,Размеры вставки 13,Тип вставки 14,Форма вставки 14,Количество 14,Цвет 14,Вес 14,Размеры вставки 14,Цветность 5,Чистота 5,Цветность 6,Чистота 6,Цветность 7,Чистота 7,Огранка 5,Цветность 8,Чистота 8,Цветность 9,Чистота 9,Цветность 10,Чистота 10
2538,4010620,SOKOLOV,Для женщин,2.62 г,Красное золото,585.0,Родирование,Рубин,Круг,25 шт,Красный,0.145 карат,2.0,2.0,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.021 карат,3.0,6.0,,64500,214990,39,,,,,,,Изумруд натуральный,Круг,5 шт,Зелёный,0.015 карат,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,6014215,SOKOLOV,,1.99 г,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,8 шт,Бесцветный,0.059 карат,3.0,6.0,,Турмалин,Багет,1 шт,Зелёный,1.589 карат,,,,97500,324990,39,2 мм,9 мм,4 мм,13 мм,8 мм * 6 мм,PREMIUM,Турмалин,Багет,2 шт,Зелёный,0.607 карат,,,,,,,,5 мм * 3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,7010060-2,SOKOLOV,Для женщин,2.01 г,Жёлтое золото,585.0,Родирование,Черный бриллиант,Круг,4 шт,Чёрный,0.021 карат,7.0,6.0,,Бриллиант (природный),Круг,4 шт,Бесцветный,0.015 карат,2.0,3.0,,45000,99990,39,,,,,,,Черный бриллиант,Круг,1 шт,Чёрный,0.008 карат,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,7010073-2,SOKOLOV,Для женщин,1.81 г,Жёлтое золото,585.0,Родирование,Черный бриллиант,Круг,8 шт,Чёрный,0.028 карат,7.0,6.0,,Бриллиант (природный),Круг,9 шт,Бесцветный,0.026 карат,2.0,3.0,,28000,139990,39,1 мм,11 мм,4 мм,12 мм,,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.021 карат,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,71-00157,SOKOLOV,Для женщин,1.86 г,Красное золото,585.0,,Бриллиант (природный),Круг,6 шт,Бесцветный,0.022 карат,2.0,3.0,,Гидротермальный изумруд (синт.),Груша,1 шт,Зелёный,1.033 карат,,,,35100,77990,39,,,,,8 мм * 6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,715635-3,SOKOLOV,Для женщин,2.16 г,Белое золото,585.0,Родирование,Топаз,Груша,1 шт,Голубой,0.434 карат,,,,Топаз,Груша,2 шт,Голубой,0.46 карат,,,,32850,72990,39,,,,,6 мм * 4 мм,,Фианит,Круг,1 шт,Бесцветный,0.029 карат,,,Фианит,Круг,3 шт,Бесцветный,0.129 карат,5 мм * 3 мм,,,,,,"1, 5 мм","1, 75 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,716495,SOKOLOV,Для женщин,2.04 г,Красное золото,585.0,,Топаз,Овал,1 шт,Голубой,1.422 карат,,,,,,,,,,,,19350,42990,39,1 мм,9 мм,6 мм,6 мм,8 мм * 6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,81010253,SOKOLOV,Для женщин,1.82 г,Белое золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,1.463 карат,,,,,,,,,,,,26100,57990,39,,,,,6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,81010299-2,SOKOLOV,Для женщин,2.07 г,Жёлтое золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,2.493 карат,,,,Фианит,Круг,6 шт,Бесцветный,0.051 карат,,,,21000,69990,39,,,,,7 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,83010110,SOKOLOV,Для женщин,4.67 г,Золочёное серебро,925.0,Золочение,Тигровый глаз,Груша,1 шт,Красный,9.461 карат,,,,,,,,,,,,4270,9490,39,2 мм,23 мм,6 мм,18 мм,18 мм * 13 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,92011844,SOKOLOV,Для женщин,3.2 г,Родированное серебро,925.0,,Аметист,Круг,1 шт,Сиреневый,0.102 карат,,,,Аметист,Маркиз,2 шт,Сиреневый,0.429 карат,,,,7200,15990,39,2 мм,17 мм,4 мм,18 мм,3 мм,,Аметист,Овал,1 шт,Сиреневый,0.675 карат,,,Аметист,Овал,1 шт,Сиреневый,0.389 карат,6 мм * 3 мм,Аметист,Овал,2 шт,Сиреневый,0.415 карат,7 мм * 5 мм,6 мм * 4 мм,5 мм * 3 мм,Топаз,Круг,1 шт,Голубой,0.308 карат,4 мм,Топаз,Круг,1 шт,Голубой,0.136 карат,3 мм,Топаз,Маркиз,2 шт,Голубой,0.57 карат,6 мм * 3 мм,Топаз,Маркиз,2 шт,Голубой,0.178 карат,4 мм * 2 мм,,,,,Топаз,Маркиз,2 шт,Голубой,0.32 карат,"5 мм * 2, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,92011853,SOKOLOV,Для женщин,2.77 г,Родированное серебро,925.0,,Гранат,Круг,1 шт,Красный,2.895 карат,,,,Фианит,Круг,30 шт,Бесцветный,0.255 карат,,,,4800,15990,39,2 мм,14 мм,6 мм,14 мм,9 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,92014199,SOKOLOV,Для женщин,2.97 г,Золочёное серебро,925.0,,Жемчуг натуральный,Круг,1 шт,Белый,6.201 карат,,,,Фианит,Круг,10 шт,Бесцветный,0.085 карат,,,,4050,8990,39,2 мм,15 мм,10 мм,14 мм,10 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,93010767,SOKOLOV,Для женщин,2.1 г,Золочёное серебро,925.0,Золочение,Фианит,Круг,30 шт,Бесцветный,0.255 карат,,,,,,,,,,,,2160,4790,39,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,93011025,SOKOLOV,Для женщин,1.78 г,Золочёное серебро,925.0,"Золочение,  Родирование",Фианит,Круг,7 шт,Бесцветный,0.459 карат,,,,,,,,,,,,2250,4990,39,2 мм,3 мм,2 мм,,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,94012087,SOKOLOV,Для женщин,2.27 г,Родированное серебро,925.0,,Корунд,Круг,9 шт,Красный,0.414 карат,,,,Фианит,Овал,4 шт,Сиреневый,1.306 карат,,,,1530,3390,39,,,,,2 мм,,,,,,,,,,,,,,5 мм * 3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,94012246,SOKOLOV,Для женщин,1.52 г,Родированное серебро,925.0,,Фианит,Круг,11 шт,Бесцветный,0.094 карат,,,,Фианит,Овал,1 шт,Синий,1.036 карат,,,,1320,4390,39,,,,,1 мм,,,,,,,,,,,,,,8 мм * 6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,94012358,SOKOLOV,Для женщин,1.31 г,Родированное серебро,925.0,Родирование,Фианит,Круг,7 шт,Бесцветный,0.116 карат,,,,,,,,,,,,1980,4390,39,,,,,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,94013347,SOKOLOV,Для женщин,2.14 г,Родированное серебро,925.0,"Лазерная обработка,  Родирование",Без вставок,,,,,,,,,,,,,,,,1680,5590,39,2 мм,2 мм,1 мм,,,SKLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,94013383,SOKOLOV,Для женщин,1.36 г,Родированное серебро,925.0,,Без вставок,,,,,,,,,,,,,,,,1530,3390,39,2 мм,5 мм,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,94013969-91,SOKOLOV,Для женщин,2.68 г,Родированное серебро,925.0,Родирование,Фианит,Круг,10 шт,Бесцветный,0.125 карат,,,,Фианит,Маркиз,4 шт,Бесцветный,0.455 карат,,,,3820,8490,39,,,,,"1, 1 мм",SKLV,,,,,,,,,,,,,4 мм * 2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,018175,SOKOLOV,Для женщин,1.93 г,Красное золото,585.0,Родирование,Без вставок,,,,,,,,,,,,,,,,23850,52990,39,2 мм,10 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,3010610,SOKOLOV,Для женщин,2.2 г,Комбинированное золото,585.0,Родирование,Изумруд натуральный,Круг,1 шт,Зелёный,0.236 карат,3.0,3.0,,,,,,,,,,58500,129990,39,2 мм,5 мм,5 мм,5 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,715630,SOKOLOV,Для женщин,2.39 г,Комбинированное золото,585.0,Родирование,Аметист,Овал,1 шт,Сиреневый,0.675 карат,,,,Фианит,Круг,14 шт,Бесцветный,0.119 карат,,,,24750,54990,39,5 мм,5 мм,4 мм,7 мм,7 мм * 5 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,716517,SOKOLOV,Для женщин,1.35 г,Красное золото,585.0,Родирование,Гранат,Октагон,1 шт,Красный,1.263 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.057 карат,,,,13500,29990,39,2 мм,11 мм,4 мм,6 мм,5 мм * 7 мм,,,,,,,,,,,,,,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,92011943,SOKOLOV,Для женщин,2.4 г,Родированное серебро,925.0,Родирование,Аметист,Овал,1 шт,Сиреневый,1.635 карат,,,,Фианит,Круг,2 шт,Бесцветный,0.176 карат,,,,3820,8490,39,2 мм,12 мм,5 мм,13 мм,9 мм * 7 мм,,,,,,,,,,,,,,"2, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,92014190,SOKOLOV,Для женщин,3.56 г,Родированное серебро,925.0,,Ситалл,Квадрат,1 шт,Розовый,7.525 карат,,,,,,,,,,,,1440,4790,39,2 мм,18 мм,4 мм,19 мм,"15, 12 мм * 15, 12 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,93011083,SOKOLOV,Для женщин,0.97 г,Золочёное серебро,925.0,"Золочение,  Родирование",Фианит,Круг,1 шт,Бесцветный,0.451 карат,,,,,,,,,,,,1170,2590,39,,,,,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,94012243,SOKOLOV,Для женщин,1.85 г,Родированное серебро,925.0,,Фианит,Круг,1 шт,Бесцветный,0.066 карат,,,,Фианит,Круг,1 шт,Бесцветный,0.846 карат,,,,1800,3990,39,,,,,2 мм,,Фианит,Круг,2 шт,Бесцветный,0.017 карат,,,Фианит,Круг,2 шт,Бесцветный,0.086 карат,5 мм,Фианит,Круг,4 шт,Бесцветный,0.114 карат,1 мм,"1, 75 мм","1, 5 мм",Фианит,Круг,6 шт,Бесцветный,0.099 карат,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,017704-2,SOKOLOV,Для женщин,2.66 г,Жёлтое золото,585.0,Родирование,Фианит,Круг,28 шт,Бесцветный,0.238 карат,,,,,,,,,,,,24900,82990,39,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,018254-3,SOKOLOV,Для женщин,2.08 г,Белое золото,585.0,Родирование,Фианит,Круг,3 шт,Бесцветный,0.264 карат,,,,Фианит,Круг,14 шт,Бесцветный,0.119 карат,,,,28350,62990,39,2 мм,8 мм,3 мм,,"2, 25 мм",,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,019274,SOKOLOV,Для женщин,2.13 г,Красное золото,585.0,,Без вставок,,,,,,,,,,,,,,,,28350,62990,39,7 мм,7 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,1011908,SOKOLOV,Для женщин,2.55 г,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,44 шт,Бесцветный,0.163 карат,2.0,3.0,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.067 карат,3.0,6.0,,69000,229990,39,3 мм,4 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,1012246,SOKOLOV,Для женщин,2.44 г,Красное золото,585.0,Родирование,Бриллиант (природный),Маркиз,3 шт,Бесцветный,0.343 карат,3.0,5.0,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.007 карат,3.0,6.0,,181500,604990,39,,,,,,PREMIUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,1012297,SOKOLOV,Для женщин,2.53 г,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.192 карат,3.0,6.0,,Бриллиант (природный),Круг,12 шт,Бесцветный,0.044 карат,2.0,3.0,,119250,264990,39,2 мм,4 мм,4 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,1012299-3,SOKOLOV,Для женщин,2.34 г,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,5 шт,Бесцветный,0.063 карат,3.0,6.0,,,,,,,,,,40500,134990,39,3 мм,4 мм,3 мм,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,1012305-01,SOKOLOV,"Для женщин, Для мужчин, Унисекс",3.79 г,Белое золото,585.0,,Черный бриллиант,Круг,56 шт,Чёрный,0.471 карат,7.0,6.0,А,,,,,,,,,110250,244990,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,1012401-3,SOKOLOV,Для женщин,1.62 г,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.092 карат,3.0,6.0,,,,,,,,,,41850,92990,39,2 мм,5 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,1012495-3,SOKOLOV,Для женщин,1.23 г,Белое золото,585.0,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.111 карат,3.0,6.0,А,,,,,,,,,54000,119990,39,2 мм,3 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,1110221,SOKOLOV,Для женщин,1.53 г,Красное золото,585.0,Родирование,Бриллиант (природный),Круг,1 шт,Бесцветный,0.01 карат,3.0,6.0,,,,,,,,,,21900,72990,39,3 мм,3 мм,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,111064-01,SOKOLOV,"Для женщин, Для мужчин, Унисекс",4.62 г,Красное золото,585.0,,Без вставок,,,,,,,,,,,,,,,,54000,119990,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,111137-01,SOKOLOV,"Для женщин, Для мужчин, Унисекс",2.1 г,Красное золото,585.0,,Фианит,Круг,40 шт,Бесцветный,0.66 карат,,,,,,,,,,,,26100,57990,39,,,,,"1, 25 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,114119-02,SOKOLOV,"Для женщин, Для мужчин, Унисекс",3.1 г,Комбинированное золото,585.0,,Фианит,Круг,5 шт,Бесцветный,0.143 карат,,,,,,,,,,,,33000,109990,39,,,,,"1, 5 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,4010643,SOKOLOV,Для женщин,1.28 г,Комбинированное золото,585.0,Родирование,Рубин,Круг,1 шт,Красный,0.039 карат,2.0,2.0,,Бриллиант (природный),Круг,1 шт,Бесцветный,0.016 карат,3.0,6.0,,33750,74990,39,2 мм,6 мм,4 мм,9 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,4010656-3,SOKOLOV,Для женщин,1.64 г,Белое золото,585.0,Родирование,Рубин,Круг,1 шт,Красный,0.44 карат,2.0,2.0,,Бриллиант (природный),Круг,14 шт,Бесцветный,0.052 карат,2.0,3.0,,52500,174990,39,2 мм,4 мм,5 мм,4 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,4010682,SOKOLOV,Для женщин,3.85 г,Красное золото,585.0,Родирование,Рубин,Овал,1 шт,Красный,2.457 карат,3.0,3.0,,Коньячный бриллиант,Круг,54 шт,Коньячный,0.335 карат,7.0,5.0,,112500,249990,39,1 мм,11 мм,9 мм,16 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,715525,SOKOLOV,Для женщин,1.28 г,Красное золото,585.0,,Гранат,Антик,1 шт,Красный,1.153 карат,,,,Фианит,Круг,14 шт,Бесцветный,0.09 карат,,,,15750,34990,39,1 мм,7 мм,5 мм,7 мм,6 мм * 6 мм,,,,,,,,,,,,,,"0, 9 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,716006,SOKOLOV,Для женщин,1.73 г,Красное золото,585.0,,Корунд,Овал,6 шт,Синий,1.14 карат,,,,,,,,,,,,19350,42990,39,2 мм,7 мм,3 мм,13 мм,4 мм * 3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,716759,SOKOLOV,Для женщин,1.99 г,Красное золото,585.0,,Лондон топаз,Круг,1 шт,Голубой,3.329 карат,,,,,,,,,,,,25500,84990,39,1 мм,11 мм,7 мм,11 мм,9 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,716871,SOKOLOV,Для женщин,3.52 г,Красное золото,585.0,,Кварц,Овал,1 шт,Зелёный,5.935 карат,,,,,,,,,,,,27000,89990,39,2 мм,15 мм,8 мм,10 мм,15 мм * 10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,791157,SOKOLOV,Для женщин,1.93 г,Красное золото,585.0,,Жемчуг натуральный,Круг,1 шт,Чёрный,3.956 карат,,,,Фианит,Круг,4 шт,Бесцветный,0.262 карат,,,,21600,47990,39,2 мм,7 мм,7 мм,7 мм,"8 мм * 8, 5 мм",,Фианит,Круг,2 шт,Чёрный,0.066 карат,,,,,,,,2 мм,,,,,,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,83010075,SOKOLOV,Для женщин,5.02 г,Родированное серебро,925.0,Родирование,Кварц,Овал,1 шт,Сиреневый,10.145 карат,,,,,,,,,,,,3600,7990,39,3 мм,18 мм,7 мм,13 мм,18 мм * 13 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,92011616,SOKOLOV,Для женщин,2.48 г,Родированное серебро,925.0,Родирование,Раухтопаз,Овал,1 шт,Коричневый,0.683 карат,,,,Фианит,Круг,50 шт,Жёлтый,0.465 карат,,,,2850,9490,40,,,,,7 мм * 5 мм,,Фианит,Круг,26 шт,Коричневый,0.224 карат,,,,,,,,1 мм,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,94013516,SOKOLOV,Для женщин,2.15 г,Родированное серебро,925.0,,Фианит,Круг,12 шт,Бесцветный,0.786 карат,,,,,,,,,,,,1980,6590,40,3 мм,3 мм,2 мм,,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,017425,SOKOLOV,Для женщин,2.05 г,Красное золото,585.0,Родирование,Фианит,Круг,1 шт,Бесцветный,0.846 карат,,,,Фианит,Круг,36 шт,Бесцветный,0.306 карат,,,,26100,57990,40,,,,,5 мм,,,,,,,,,,,,,,1 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,019184,SOKOLOV,Для женщин,2.37 г,Красное золото,585.0,,Без вставок,,,,,,,,,,,,,,,,26400,87990,40,3 мм,10 мм,3 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,019245,SOKOLOV,Для женщин,2.29 г,Красное золото,585.0,,Без вставок,,,,,,,,,,,,,,,,28350,62990,40,1 мм,11 мм,2 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
